source,system,sentence_id,text,subject,predicate,object,category,is_conflicting,is_ambiguous,confidence,competitor_count,provenance
carb30,deepseek_baseline,carb_test_0003,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .",he,was,at the age of 26,hallucinated_triple,,,,,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 ."
carb30,deepseek_baseline,carb_test_0003,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .",he,became,the youngest mayor in pittsburgh's history,hallucinated_triple,,,,,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 ."
carb30,deepseek_baseline,carb_test_0003,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .",he,became the youngest mayor in pittsburgh's history,in september 2006,hallucinated_triple,,,,,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 ."
carb30,deepseek_baseline,carb_test_0003,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .",the youngest mayor in pittsburgh 's history,was,26,failed_extraction,,,,,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 ."
carb30,deepseek_baseline,carb_test_0003,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .",the youngest mayor in pittsburgh 's history,was,a democrat,failed_extraction,,,,,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 ."
carb30,deepseek_baseline,carb_test_0003,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .",he,was,a democrat,failed_extraction,,,,,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 ."
carb30,deepseek_baseline,carb_test_0003,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .",he,became,the youngest mayor in pittsburgh 's history,failed_extraction,,,,,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 ."
carb30,deepseek_baseline,carb_test_0003,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .",he,became,the youngest mayor in the history of,failed_extraction,,,,,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 ."
carb30,deepseek_baseline,carb_test_0003,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 .",he,became the youngest mayor in pittsburgh 's history at,the age of 26,failed_extraction,,,,,"A Democrat , he became the youngest mayor in Pittsburgh 's history in September 2006 at the age of 26 ."
carb30,deepseek_baseline,carb_test_0004,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",a cafeteria,is located on,the sixth floor,hallucinated_triple,,,,,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor ."
carb30,deepseek_baseline,carb_test_0004,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",a chapel,is on,the 14th floor,hallucinated_triple,,,,,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor ."
carb30,deepseek_baseline,carb_test_0004,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",a study hall,is on,the 15th floor,hallucinated_triple,,,,,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor ."
carb30,deepseek_baseline,carb_test_0004,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",a study hall,is located,on the 15th floor,failed_extraction,,,,,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor ."
carb30,deepseek_baseline,carb_test_0004,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",a chapel,is located,on the 14th floor,failed_extraction,,,,,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor ."
carb30,deepseek_baseline,carb_test_0004,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",a cafeteria,is also located,on the sixth floor,failed_extraction,,,,,"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor ."
carb30,deepseek_baseline,carb_test_0005,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later .",the change,occurred,seven years later,hallucinated_triple,,,,,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later ."
carb30,deepseek_baseline,carb_test_0005,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later .","the establishment of the ""tv8"" network",was between,the three stations,hallucinated_triple,,,,,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later ."
carb30,deepseek_baseline,carb_test_0005,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later .","the ""tv8"" network",changed to,"the ""southern cross network""",hallucinated_triple,,,,,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later ."
carb30,deepseek_baseline,carb_test_0005,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later .","a common name, logo, and programming schedule",followed in,1982,hallucinated_triple,,,,,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later ."
carb30,deepseek_baseline,carb_test_0005,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later .","a common name , logo , and programming schedule",was followed with the establishment of the,`` tv8 '' network between the three stations,failed_extraction,,,,,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later ."
carb30,deepseek_baseline,carb_test_0005,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later .",`` tv8 '' network,was establishment,between the three stations,failed_extraction,,,,,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later ."
carb30,deepseek_baseline,carb_test_0005,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later .",`` tv8 '' network,was the established common name between,the three stations,failed_extraction,,,,,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later ."
carb30,deepseek_baseline,carb_test_0005,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later .",the `` tv8 '' network,changed to the,`` southern cross network '',failed_extraction,,,,,"A common name , logo , and programming schedule followed in 1982 , with the establishment of the `` TV8 '' network between the three stations , changed to the `` Southern Cross Network '' seven years later ."
carb30,deepseek_baseline,carb_test_0006,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .,a cooling center,is set up by,local authorities,correct_extraction,,,,,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .
carb30,deepseek_baseline,carb_test_0006,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .,a cooling center,is set up to deal with,the health effects of a heat wave,hallucinated_triple,,,,,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .
carb30,deepseek_baseline,carb_test_0006,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .,a cooling center,is,a temporary air-conditioned public space,hallucinated_triple,,,,,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .
carb30,deepseek_baseline,carb_test_0006,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .,a cooling center,is a temporary,air-conditioned public space set up by local authorities to deal with the health effects of a heat wave,failed_extraction,,,,,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .
carb30,deepseek_baseline,carb_test_0006,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .,local authorities set up a cooling center,to deal with the,health effects of a heat wave,failed_extraction,,,,,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .
carb30,deepseek_baseline,carb_test_0006,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .,a cooling center,is a temporary air-conditioned public space set up by,local authorities to deal with the health effects of a heat wave,failed_extraction,,,,,A cooling center is a temporary air-conditioned public space set up by local authorities to deal with the health effects of a heat wave .
carb30,deepseek_baseline,carb_test_0007,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension .",a manifold,is,prime,hallucinated_triple,,,,,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension ."
carb30,deepseek_baseline,carb_test_0007,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension .",none of which,is,the sphere of the same dimension,hallucinated_triple,,,,,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension ."
carb30,deepseek_baseline,carb_test_0007,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension .",a manifold,can not be presented as,a connected sum of more than one manifold,hallucinated_triple,,,,,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension ."
carb30,deepseek_baseline,carb_test_0007,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension .","a `` prime '' manifold , a connected sum of more than one manifold ,",is not the,sphere of the same dimension,failed_extraction,,,,,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension ."
carb30,deepseek_baseline,carb_test_0007,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension .",a manifold,is `` prime '',"if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension",failed_extraction,,,,,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension ."
carb30,deepseek_baseline,carb_test_0007,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension .",a `` prime '' manifold,can not be presented as a connected sum of,"more than one manifold , none of which is the sphere of the same dimension",failed_extraction,,,,,"A manifold is `` prime '' if it can not be presented as a connected sum of more than one manifold , none of which is the sphere of the same dimension ."
carb30,deepseek_baseline,carb_test_0008,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",a mid-march 2002 court order,was evaded by,printing under other titles,hallucinated_triple,,,,,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' ."
carb30,deepseek_baseline,carb_test_0008,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",printing under other titles,included,not that respublika,hallucinated_triple,,,,,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' ."
carb30,deepseek_baseline,carb_test_0008,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",court,ordered to stop printing,for three months,failed_extraction,,,,,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' ."
carb30,deepseek_baseline,carb_test_0008,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .","a mid-march 2002 court order to stop printing for three months ,",was evaded by printing under,"other titles , such as `` not that respublika ''",failed_extraction,,,,,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' ."
carb30,deepseek_baseline,carb_test_0008,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .",`` not that respublika '',was under,other titles,failed_extraction,,,,,"A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' ."
carb30,deepseek_baseline,carb_test_0009,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",a motorcycle speedway long-track meeting,was staged at,ammanford,hallucinated_triple,,,,,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
carb30,deepseek_baseline,carb_test_0009,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",a motorcycle speedway long-track meeting,is one of the few held in,the uk,hallucinated_triple,,,,,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
carb30,deepseek_baseline,carb_test_0009,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",a motorcycle speedway long-track meeting,was,"one of the few held in the uk ,",failed_extraction,,,,,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
carb30,deepseek_baseline,carb_test_0009,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",few long-track motorcycle speedway meetings,are held in,the uk,failed_extraction,,,,,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
carb30,deepseek_baseline,carb_test_0009,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",a motorcycle speedway long-track meeting,"was staged at ammanford,",one of the few held in the,failed_extraction,,,,,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
carb30,deepseek_baseline,carb_test_0009,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",the motorcycle speedway meeting,was a,"long-track meeting held in the uk ,",failed_extraction,,,,,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
carb30,deepseek_baseline,carb_test_0010,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .,turbomachinery,may use,one or more centrifugal compressors,failed_extraction,,,,,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .
carb30,deepseek_baseline,carb_test_0010,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .,a partial list,is of,turbomachinery that may use one or more centrifugal compressors within the machine,failed_extraction,,,,,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .
carb30,deepseek_baseline,carb_test_0010,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .,a partial list of turbomachinery that may use one or more centrifugal compressors within the machine,are listed,here,failed_extraction,,,,,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .
carb30,deepseek_baseline,carb_test_0011,"A short distance to the east , NC 111 diverges on Greenwood Boulevard .",nc 111,diverges on,greenwood boulevard,correct_extraction,,,,,"A short distance to the east , NC 111 diverges on Greenwood Boulevard ."
carb30,deepseek_baseline,carb_test_0011,"A short distance to the east , NC 111 diverges on Greenwood Boulevard .",nc 111,is a short distance to the east,,hallucinated_triple,,,,,"A short distance to the east , NC 111 diverges on Greenwood Boulevard ."
carb30,deepseek_baseline,carb_test_0012,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .",a spectrum from a single fid,has,a low signal-to-noise ratio,correct_extraction,,,,,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions ."
carb30,deepseek_baseline,carb_test_0012,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .",it,improves readily with,averaging of repeated acquisitions,hallucinated_triple,,,,,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions ."
carb30,deepseek_baseline,carb_test_0012,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .",signal-to-noise ratio,improves readily with averaging of,repeated acquisitions,failed_extraction,,,,,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions ."
carb30,deepseek_baseline,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",they,were,"the ""guardians"" of the true israelite religion",hallucinated_triple,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,deepseek_baseline,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",the samaritan ethnonym,is derived from,"the fact that they were the ""guardians"" of the true israelite religion",hallucinated_triple,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,deepseek_baseline,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",the samaritan ethnonym,is not derived from,the region of samaria,hallucinated_triple,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,deepseek_baseline,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",the samaritans,were the `` guardians '' of,the true israelite religion,failed_extraction,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,deepseek_baseline,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",samaria,is,a region,failed_extraction,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,deepseek_baseline,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",the samaritan ethnonym,according to samaritan tradition is not derived from,the region of samaria,failed_extraction,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,deepseek_baseline,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",the samaritan ethnonym,according to samaritan tradition is derived from,the fact that they were the `` guardians '' of the true israelite religion,failed_extraction,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,deepseek_baseline,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",samaritan,is,an ethnonym,failed_extraction,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,deepseek_baseline,carb_test_0014,"According to the 2010 census , the population of the town is 2,310 .",the population of the town,is,"2,310",hallucinated_triple,,,,,"According to the 2010 census , the population of the town is 2,310 ."
carb30,deepseek_baseline,carb_test_0014,"According to the 2010 census , the population of the town is 2,310 .",the 2010 census,states,"the population of the town is 2,310",hallucinated_triple,,,,,"According to the 2010 census , the population of the town is 2,310 ."
carb30,deepseek_baseline,carb_test_0014,"According to the 2010 census , the population of the town is 2,310 .",the population of the town,according to the 2010 census is,"2,310",failed_extraction,,,,,"According to the 2010 census , the population of the town is 2,310 ."
carb30,deepseek_baseline,carb_test_0014,"According to the 2010 census , the population of the town is 2,310 .",the population of,is,"2,310",failed_extraction,,,,,"According to the 2010 census , the population of the town is 2,310 ."
carb30,deepseek_baseline,carb_test_0014,"According to the 2010 census , the population of the town is 2,310 .",the census,was in,2010,failed_extraction,,,,,"According to the 2010 census , the population of the town is 2,310 ."
carb30,deepseek_baseline,carb_test_0015,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",gonzalez,used funds donated to the organization to pay for,"over $37,000 in personal expenses",hallucinated_triple,,,,,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
carb30,deepseek_baseline,carb_test_0015,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",the west bronx neighborhood association inc.,is,a not-for-profit corporation,hallucinated_triple,,,,,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
carb30,deepseek_baseline,carb_test_0015,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",gonzalez,is accused of defrauding,the west bronx neighborhood association inc.,correct_extraction,,,,,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
carb30,deepseek_baseline,carb_test_0015,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",the west bronx neighborhood association inc,is a not-for-profit corporation,,failed_extraction,,,,,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
carb30,deepseek_baseline,carb_test_0015,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",gonzalez,is accused of defrauding the west bronx neighborhood association inc by,"using funds donated to the organization in order to pay for over $ 37,000 in personal expenses",failed_extraction,,,,,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
carb30,deepseek_baseline,carb_test_0016,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .,cable hauling,ceased after,1895,hallucinated_triple,,,,,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .
carb30,deepseek_baseline,carb_test_0016,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .,locomotives,pulled trains,the whole length of the victoria and waterloo tunnels,hallucinated_triple,,,,,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .
carb30,deepseek_baseline,carb_test_0016,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .,cable hauling,ceased,after 1895,failed_extraction,,,,,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .
carb30,deepseek_baseline,carb_test_0016,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .,a tunnel,is in,victoria,failed_extraction,,,,,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .
carb30,deepseek_baseline,carb_test_0016,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .,a tunnel,is in,waterloo,failed_extraction,,,,,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .
carb30,deepseek_baseline,carb_test_0016,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .,locomotives,pulled,trains,failed_extraction,,,,,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .
carb30,deepseek_baseline,carb_test_0017,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .",the colonials,named,it earth,hallucinated_triple,,,,,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth ."
carb30,deepseek_baseline,carb_test_0017,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .",the colonials,found,"a primitive, lush and vibrant new world",hallucinated_triple,,,,,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth ."
carb30,deepseek_baseline,carb_test_0017,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .",the new world,was,lush,failed_extraction,,,,,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth ."
carb30,deepseek_baseline,carb_test_0017,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .",the new world,was,primitive,failed_extraction,,,,,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth ."
carb30,deepseek_baseline,carb_test_0017,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .",the colonials,were searching,five years,failed_extraction,,,,,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth ."
carb30,deepseek_baseline,carb_test_0017,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .",the new world,was,earth,failed_extraction,,,,,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth ."
carb30,deepseek_baseline,carb_test_0017,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .",the new world,was,vibrant,failed_extraction,,,,,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth ."
carb30,deepseek_baseline,carb_test_0017,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .",the colonials,named a new world,earth,failed_extraction,,,,,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth ."
carb30,deepseek_baseline,carb_test_0017,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .",the colonials,found,"a primitive , lush and vibrant new world",failed_extraction,,,,,"After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth ."
carb30,deepseek_baseline,carb_test_0018,"After leaving `` Hex '' , Cole went on to appear as Blanche Ingram in the critically acclaimed `` Jane Eyre '' TV serial for the BBC and guest starred as Lilith in the `` Doctor Who '' episode `` The Shakespeare Code '' .",cole,went on to appear as,"blanche ingram in the critically acclaimed ""jane eyre"" tv serial for the bbc",hallucinated_triple,,,,,"After leaving `` Hex '' , Cole went on to appear as Blanche Ingram in the critically acclaimed `` Jane Eyre '' TV serial for the BBC and guest starred as Lilith in the `` Doctor Who '' episode `` The Shakespeare Code '' ."
carb30,deepseek_baseline,carb_test_0018,"After leaving `` Hex '' , Cole went on to appear as Blanche Ingram in the critically acclaimed `` Jane Eyre '' TV serial for the BBC and guest starred as Lilith in the `` Doctor Who '' episode `` The Shakespeare Code '' .",cole,guest starred as,"lilith in the ""doctor who"" episode ""the shakespeare code""",hallucinated_triple,,,,,"After leaving `` Hex '' , Cole went on to appear as Blanche Ingram in the critically acclaimed `` Jane Eyre '' TV serial for the BBC and guest starred as Lilith in the `` Doctor Who '' episode `` The Shakespeare Code '' ."
