He was subsequently reprieved for a month , and then again for a week .	1.0	was reprieved	He	a month
He was subsequently reprieved for a month , and then again for a week .	1.0	was reprieved	He	a week
Her image held aloft signifies the Earth , which `` hangs in the air '' .	1.0	held aloft	Her image	the Earth
Her image held aloft signifies the Earth , which `` hangs in the air '' .	1.0	hangs in the air	the Earth	
Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .	1.0	was	Aiseau	a village
Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .	1.0	was dedicated to	Aiseau	agriculture
Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .	1.0	was dedicated to	Aiseau	logging
Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .	1.0	was dedicated to	Aiseau	the industry
Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells .	1.0	are quenched by	Hoechst 33342 and 33258	Bromodeoxyuridine
Hoechst 33342 and 33258 are quenched by Bromodeoxyuridine , which is commonly used to detect dividing cells .	1.0	is commonly used to	Bromodeoxyuridine	detect dividing cells
Hofmann was a below-average high school student , but he had many hobbies including magic , electronics , chemistry , and stamp and coin collecting .	1.0	was	Hofmann	a below-average high school student
Hofmann was a below-average high school student , but he had many hobbies including magic , electronics , chemistry , and stamp and coin collecting .	1.0	had	Hofmann	many hobbies
Hofmann was a below-average high school student , but he had many hobbies including magic , electronics , chemistry , and stamp and coin collecting .	1.0	had	Hofmann	magic
Hofmann was a below-average high school student , but he had many hobbies including magic , electronics , chemistry , and stamp and coin collecting .	1.0	had	Hofmann	electronics
Hofmann was a below-average high school student , but he had many hobbies including magic , electronics , chemistry , and stamp and coin collecting .	1.0	had	Hofmann	chemistry
Hofmann was a below-average high school student , but he had many hobbies including magic , electronics , chemistry , and stamp and coin collecting .	1.0	had	Hofmann	stamp and coin collecting
However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .	1.0	stated	BAE Systems	it no longer produces land mines or cluster bombs
However , after pressure campaigns from various human rights groups , BAE Systems recently stated it no longer produces land mines or cluster bombs .	1.0	no longer produces	BAE Systems	land mines or cluster bombs
However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .	1.0	bears resemblance to	Mike McGurk	Tracy's partner from the strip, Pat Patton
However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .	1.0	provides the same kind of feminine interest as	Gwen Andrews	Tess Trueheart
However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .	1.0	is the same kind of avuncular superior as	Clive Anderson	Chief Brandon
However , during his rehearsal , Knievel lost control of the motorcycle and crashed into a cameraman .	1.0	lost control of	Knievel	the motorcycle
However , during his rehearsal , Knievel lost control of the motorcycle and crashed into a cameraman .	1.0	crashed into	Knievel	a cameraman
However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .	1.0	do not match	antigenicities of the seed strains and wild viruses	nothing
However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .	1.0	fail to protect	vaccines	vaccinees
If given this data , the Germans would be able to adjust their aim and correct any shortfall .	1.0	be able to	Germans	adjust their aim
If given this data , the Germans would be able to adjust their aim and correct any shortfall .	1.0	correct	Germans	any shortfall
In 1866 , he began a second term as Lord Chancellor , which ended with his death in the next year .	1.0	began	he	a second term as Lord Chancellor
In 1866 , he began a second term as Lord Chancellor , which ended with his death in the next year .	1.0	ended	a second term as Lord Chancellor	his death
In 1866 , he began a second term as Lord Chancellor , which ended with his death in the next year .	1.0	occurred	his death	in the next year
In 2007 , Sun announced `` Project Indiana '' with several goals , including providing an open source binary distribution of the OpenSolaris project , replacing SXDE .	1.0	announced	Sun	Project Indiana
In 2007 , Sun announced `` Project Indiana '' with several goals , including providing an open source binary distribution of the OpenSolaris project , replacing SXDE .	1.0	had	Project Indiana	several goals
In 2007 , Sun announced `` Project Indiana '' with several goals , including providing an open source binary distribution of the OpenSolaris project , replacing SXDE .	1.0	including	Project Indiana	providing an open source binary distribution of the OpenSolaris project
In 2007 , Sun announced `` Project Indiana '' with several goals , including providing an open source binary distribution of the OpenSolaris project , replacing SXDE .	1.0	replacing	Project Indiana	SXDE
In 2010 , scam websites co-opted a photograph of her to promote health treatments , the ubiquitous `` 1 weird old tip '' belly fat diets , and penny auctions , unauthorized usage of which Theuriau was initially unaware .	1.0	co-opted	scam websites	a photograph of her
In 2010 , scam websites co-opted a photograph of her to promote health treatments , the ubiquitous `` 1 weird old tip '' belly fat diets , and penny auctions , unauthorized usage of which Theuriau was initially unaware .	1.0	promoted	scam websites	health treatments
In 2010 , scam websites co-opted a photograph of her to promote health treatments , the ubiquitous `` 1 weird old tip '' belly fat diets , and penny auctions , unauthorized usage of which Theuriau was initially unaware .	1.0	promoted	scam websites	the ubiquitous '1 weird old tip' belly fat diets
In 2010 , scam websites co-opted a photograph of her to promote health treatments , the ubiquitous `` 1 weird old tip '' belly fat diets , and penny auctions , unauthorized usage of which Theuriau was initially unaware .	1.0	promoted	scam websites	penny auctions
In 2010 , scam websites co-opted a photograph of her to promote health treatments , the ubiquitous `` 1 weird old tip '' belly fat diets , and penny auctions , unauthorized usage of which Theuriau was initially unaware .	1.0	was unaware of	Theuriau	unauthorized usage
In 2011 , major vendors launched several consumer-oriented motherboards using the Intel 6-series LGA 1155 chipset and AMD 9 Series AM3 + chipsets with UEFI .	1.0	launched	major vendors	several consumer-oriented motherboards
In 2011 , major vendors launched several consumer-oriented motherboards using the Intel 6-series LGA 1155 chipset and AMD 9 Series AM3 + chipsets with UEFI .	1.0	used	major vendors	Intel 6-series LGA 1155 chipset
In 2011 , major vendors launched several consumer-oriented motherboards using the Intel 6-series LGA 1155 chipset and AMD 9 Series AM3 + chipsets with UEFI .	1.0	used	major vendors	AMD 9 Series AM3 + chipsets
In 2012 , Bloomberg Businessweek voted San Francisco as America 's Best City .	1.0	voted	Bloomberg Businessweek	San Francisco as America's Best City
In 2012 , Bloomberg Businessweek voted San Francisco as America 's Best City .	1.0	as	San Francisco	America's Best City
In 2012 , Bloomberg Businessweek voted San Francisco as America 's Best City .	1.0	is	San Francisco	America's Best City
In 2012 , Bloomberg Businessweek voted San Francisco as America 's Best City .	1.0	Best City	San Francisco	in 2012
In 54 BC , Marcus Perperna is mentioned as one of the consulars who bore testimony on behalf of Marcus Aemilius Scaurus at his trial .	1.0	is mentioned as one of the consulars	Marcus Perperna	who bore testimony on behalf of Marcus Aemilius Scaurus
In 54 BC , Marcus Perperna is mentioned as one of the consulars who bore testimony on behalf of Marcus Aemilius Scaurus at his trial .	1.0	bore testimony on behalf of	Marcus Perperna	Marcus Aemilius Scaurus
In 54 BC , Marcus Perperna is mentioned as one of the consulars who bore testimony on behalf of Marcus Aemilius Scaurus at his trial .	1.0	was tried	Marcus Aemilius Scaurus	at his trial
In French , `` droit '' can mean `` the whole body of the Law '' , as in the motto `` dieu et mon droit , '' which is to say `` God and my whole body of Law . ''	1.0	can mean	French	the whole body of the Law
In French , `` droit '' can mean `` the whole body of the Law '' , as in the motto `` dieu et mon droit , '' which is to say `` God and my whole body of Law . ''	1.0	can mean	droit	the whole body of the Law
In French , `` droit '' can mean `` the whole body of the Law '' , as in the motto `` dieu et mon droit , '' which is to say `` God and my whole body of Law . ''	1.0	is	the motto	dieu et mon droit
In French , `` droit '' can mean `` the whole body of the Law '' , as in the motto `` dieu et mon droit , '' which is to say `` God and my whole body of Law . ''	1.0	is	dieu et mon droit	God and my whole body of Law
In Jewish Hebrew , the Samaritans are called `` Shomronim '' , while in Samaritan Hebrew they call themselves `` Shamerim '' .	1.0	are called	Samaritans	Shomronim
In Jewish Hebrew , the Samaritans are called `` Shomronim '' , while in Samaritan Hebrew they call themselves `` Shamerim '' .	1.0	call themselves	Samaritans	Shamerim
In June , Nasser took control of the interior ministry post from Naguib loyalist Sulayman Hafez , and pressured Naguib to conclude the abolition of the monarchy .	1.0	took control of	Nasser	the interior ministry post
In June , Nasser took control of the interior ministry post from Naguib loyalist Sulayman Hafez , and pressured Naguib to conclude the abolition of the monarchy .	1.0	pressured	Nasser	Naguib
In June , Nasser took control of the interior ministry post from Naguib loyalist Sulayman Hafez , and pressured Naguib to conclude the abolition of the monarchy .	1.0	concluded	Naguib	the abolition of the monarchy
In October 2009 it was confirmed that the Byrom Street cutting was a hitching and unhitching point for trains being cable hauled to Edge Hill via the Victoria Tunnel .	1.0	was a hitching and unhitching point for	the Byrom Street cutting	trains being cable hauled to Edge Hill via the Victoria Tunnel
In Van Howe 's study , all cases of meatal stenosis were among circumcised boys .	1.0	involved	Van Howe's study	all cases of meatal stenosis
In Van Howe 's study , all cases of meatal stenosis were among circumcised boys .	1.0	were among	all cases of meatal stenosis	circumcised boys
In `` The Andromeda Strain '' , Michael Crichton 's first novel published under his real name , only two people exposed to a pathogenic extraterrestrial microbe survive .	1.0	is	The Andromeda Strain	Michael Crichton's first novel
In `` The Andromeda Strain '' , Michael Crichton 's first novel published under his real name , only two people exposed to a pathogenic extraterrestrial microbe survive .	1.0	published	Michael Crichton's first novel	under his real name
In `` The Andromeda Strain '' , Michael Crichton 's first novel published under his real name , only two people exposed to a pathogenic extraterrestrial microbe survive .	1.0	exposed	two people	to a pathogenic extraterrestrial microbe
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	stated	Holkins	that he reserved the right to bring Carl back any time Krahulik goes to France
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	reserved the right to bring Carl back any time Krahulik goes to France	he	any time Krahulik goes to France
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	reserved the right to bring Carl back	he	any time Krahulik goes to France
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	bring Carl back	he	any time Krahulik goes to France
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	bring Carl back any time	he	Krahulik goes to France
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	bring Carl back	he	Krahulik
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	bring	he	Carl back
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	bring Carl	he	back
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	bring	he	Carl
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	goes to France	he	any time
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	goes	he	to France
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	goes	he	France
In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .	1.0	goes	Krahulik	France
In a typical case of substrate interference , a Language A occupies a given territory and another Language B arrives in the same territory .	1.0	occupies	a Language A	a given territory
In a typical case of substrate interference , a Language A occupies a given territory and another Language B arrives in the same territory .	1.0	arrives	another Language B	the same territory
In addition , as John Cecil Masterman , chairman of the Twenty Committee , commented , `` If , for example , St Paul 's Cathedral were hit , it was useless and harmful to report that the bomb had descended upon a cinema in Islington , since the truth would inevitably get through to Germany ... ''	1.0	chairman of	John Cecil Masterman	the Twenty Committee
In addition , as John Cecil Masterman , chairman of the Twenty Committee , commented , `` If , for example , St Paul 's Cathedral were hit , it was useless and harmful to report that the bomb had descended upon a cinema in Islington , since the truth would inevitably get through to Germany ... ''	1.0	commented	John Cecil Masterman	that
In addition , as John Cecil Masterman , chairman of the Twenty Committee , commented , `` If , for example , St Paul 's Cathedral were hit , it was useless and harmful to report that the bomb had descended upon a cinema in Islington , since the truth would inevitably get through to Germany ... ''	1.0	were hit	St Paul's Cathedral	by a bomb
In addition , as John Cecil Masterman , chairman of the Twenty Committee , commented , `` If , for example , St Paul 's Cathedral were hit , it was useless and harmful to report that the bomb had descended upon a cinema in Islington , since the truth would inevitably get through to Germany ... ''	1.0	descended upon	the bomb	a cinema in Islington
In addition , as John Cecil Masterman , chairman of the Twenty Committee , commented , `` If , for example , St Paul 's Cathedral were hit , it was useless and harmful to report that the bomb had descended upon a cinema in Islington , since the truth would inevitably get through to Germany ... ''	1.0	would get through to	the truth	Germany
In athletics , Boston College left the Big East Conference and joined the Atlantic Coast Conference on July 1 , 2005 .	1.0	left	Boston College	the Big East Conference
In athletics , Boston College left the Big East Conference and joined the Atlantic Coast Conference on July 1 , 2005 .	1.0	joined	Boston College	the Atlantic Coast Conference
In athletics , Boston College left the Big East Conference and joined the Atlantic Coast Conference on July 1 , 2005 .	1.0	joined	Boston College	on July 1, 2005
In both cases this specialized function replaces the basic rifleman position in the fireteam .	1.0	replaces	this specialized function	the basic rifleman position
In both cases this specialized function replaces the basic rifleman position in the fireteam .	1.0	replaces	this specialized function	the fireteam
In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .	1.0	told	Condon	FBI Special Agent Turrou
In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .	1.0	claimed	Condon	John
In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .	1.0	passed	Condon	ransom money
In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .	1.0	passed	Condon	Hauptmann
In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .	1.0	passed	Condon	ransom money to
In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .	1.0	passed	Condon	St. Raymond's Cemetery
In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .	1.0	claimed	Condon	Hauptmann
In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .	1.0	claimed	Condon	the man to whom he passed the ransom money to in St. Raymond's Cemetery
In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .	1.0	saw	Condon	Hauptmann
In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .	1.0	saw	Condon	Hauptmann in a lineup at New York Police Department Greenwich Street Station
In its first six months , RCPO concluded 858 cases convictions in 88 % of cases .	1.0	concluded	RCPO	858 cases
In its first six months , RCPO concluded 858 cases convictions in 88 % of cases .	1.0	concluded convictions in	RCPO	88 % of cases
In modern classifications , it is often treated as a subfamily of the Glyphipterigidae family .	1.0	treated as	it	a subfamily of the Glyphipterigidae family
In more recent years , this policy has apparently relaxed somewhat .	1.0	has relaxed	this policy	somewhat
In order to support planned TRAX expansion , UTA ordered 77 Siemens S70 light rail vehicles from Siemens AG .	1.0	ordered	UTA	77 Siemens S70 light rail vehicles
In order to support planned TRAX expansion , UTA ordered 77 Siemens S70 light rail vehicles from Siemens AG .	1.0	ordered from	UTA	Siemens AG
In order to support planned TRAX expansion , UTA ordered 77 Siemens S70 light rail vehicles from Siemens AG .	1.0	planned expansion	UTA	TRAX
In particular , Cyprinidae of southwestern North America have been severely affected ; a considerable number went entirely extinct after settlement by Europeans .	1.0	have been severely affected	Cyprinidae	southwestern North America
In particular , Cyprinidae of southwestern North America have been severely affected ; a considerable number went entirely extinct after settlement by Europeans .	1.0	went entirely extinct	a considerable number	after settlement by Europeans
In the 1901 election , after which the Oppositionists under George Leake were able to form a minority government , Frank Wilson , formerly the member for Canning , won the seat .	1.0	were able to form	the Oppositionists	a minority government
In the 1901 election , after which the Oppositionists under George Leake were able to form a minority government , Frank Wilson , formerly the member for Canning , won the seat .	1.0	won	Frank Wilson	the seat
In the 1986 television series `` War and Remembrance '' , Johns took the role of the senior Nazi SS officer Adolf Eichmann .	1.0	took the role of	Johns	the senior Nazi SS officer Adolf Eichmann
In the north and east inhabitants speak Bumthangkha , and in the extreme southeast Khengkha is spoken .	1.0	speak	inhabitants	Bumthangkha
In the north and east inhabitants speak Bumthangkha , and in the extreme southeast Khengkha is spoken .	1.0	speak	inhabitants	Khengkha
In the winter of 1976 , Knievel was scheduled for a major jump in Chicago , Illinois .	1.0	was scheduled for	Knievel	a major jump
In the winter of 1976 , Knievel was scheduled for a major jump in Chicago , Illinois .	1.0	was scheduled for	Knievel	a jump in Chicago
In the winter of 1976 , Knievel was scheduled for a major jump in Chicago , Illinois .	1.0	was scheduled for	Knievel	a jump in Illinois
In the winter of 1976 , Knievel was scheduled for a major jump in Chicago , Illinois .	1.0	was scheduled for	Knievel	a major jump in Chicago
In the winter of 1976 , Knievel was scheduled for a major jump in Chicago , Illinois .	1.0	was scheduled for	Knievel	a major jump in Illinois
In this explanation the purpose of Creation is that `` God desired a dwelling place in the lower realms '' - it is man who transforms the mundane , lowest World into an abode for God 's essence .	1.0	desired	God	a dwelling place
In this explanation the purpose of Creation is that `` God desired a dwelling place in the lower realms '' - it is man who transforms the mundane , lowest World into an abode for God 's essence .	1.0	transforms	man	the mundane , lowest World
In this explanation the purpose of Creation is that `` God desired a dwelling place in the lower realms '' - it is man who transforms the mundane , lowest World into an abode for God 's essence .	1.0	transforms	man	an abode for God's essence
Initially flying the A-4B Skyhawk , the squadron later transitioned to the A-4L Skyhawk .	1.0	flying	the squadron	the A-4B Skyhawk
Initially flying the A-4B Skyhawk , the squadron later transitioned to the A-4L Skyhawk .	1.0	transitioned to	the squadron	the A-4L Skyhawk
Initially his chances of surviving were thought to be no better than 50-50 .	1.0	were thought to be	his chances of surviving	no better than 50-50
It has long hind legs and a long , slender , scaly tail that it uses to communicate by making drumming noises .	1.0	has	it	long hind legs
It has long hind legs and a long , slender , scaly tail that it uses to communicate by making drumming noises .	1.0	has	it	a long , slender , scaly tail
It has long hind legs and a long , slender , scaly tail that it uses to communicate by making drumming noises .	1.0	uses	it	a long , slender , scaly tail
It has long hind legs and a long , slender , scaly tail that it uses to communicate by making drumming noises .	1.0	communicate	it	by making drumming noises
It is essentially the same as the dialect spoken in Xiamen , and is unintelligible with Standard Chinese .	1.0	is essentially the same as	It	the dialect spoken in Xiamen
It is essentially the same as the dialect spoken in Xiamen , and is unintelligible with Standard Chinese .	1.0	is unintelligible with	It	Standard Chinese
It is not really passable , and must be done on foot if attempted .	1.0	be	it	passable
It is not really passable , and must be done on foot if attempted .	1.0	must be done	it	on foot
It is not really passable , and must be done on foot if attempted .	1.0	be attempted	it	on foot
It is part of the Surrey Hills Area of Outstanding Beauty and situated on the Green Sand Way .	1.0	is part of	It	the Surrey Hills Area of Outstanding Beauty
It is part of the Surrey Hills Area of Outstanding Beauty and situated on the Green Sand Way .	1.0	is situated on	It	the Green Sand Way
It should be noted that these numbers are inclusive of any of the childminders own children .	1.0	are inclusive of	these numbers	any of the childminders own children
It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and undertake a traditional method of teacher training such as the PGCE .	1.0	was originally aimed at	It	mature entrants to the teaching profession
It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and undertake a traditional method of teacher training such as the PGCE .	1.0	could not afford to give up work	mature entrants to the teaching profession	undertake a traditional method of teacher training
It was originally aimed at mature entrants to the teaching profession , who could not afford to give up work and undertake a traditional method of teacher training such as the PGCE .	1.0	could not afford to give up work	mature entrants to the teaching profession	the PGCE
James Arthur Hogue is a US impostor who most famously entered Princeton University by posing as a self-taught orphan .	1.0	is	James Arthur Hogue	a US impostor
James Arthur Hogue is a US impostor who most famously entered Princeton University by posing as a self-taught orphan .	1.0	entered	James Arthur Hogue	Princeton University
James Arthur Hogue is a US impostor who most famously entered Princeton University by posing as a self-taught orphan .	1.0	posed as	James Arthur Hogue	a self-taught orphan
John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .	1.0	brought down	John Stewart and Guy Gardner	New Warworld and the Yellow Central Power Battery
John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .	1.0	were detonated	New Warworld and the Yellow Central Power Battery	next to the Anti-Monitor
John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .	1.0	were contained	New Warworld and the Yellow Central Power Battery	by a shield created by hundreds of Green Lanterns
John Stewart and Guy Gardner brought down New Warworld and the Yellow Central Power Battery , which were detonated next to the Anti-Monitor , and contained by a shield created by hundreds of Green Lanterns to contain the explosion ; even this was not enough to kill him .	1.0	was not enough	a shield created by hundreds of Green Lanterns	to kill him
Johns also appeared as an Imperial Officer in the 1980 `` Star Wars sequel '' , `` The Empire Strikes Back '' .	1.0	appeared as	Johns	an Imperial Officer
Johns also appeared as an Imperial Officer in the 1980 `` Star Wars sequel '' , `` The Empire Strikes Back '' .	1.0	appeared in	Johns	The Empire Strikes Back
Johns also appeared as an Imperial Officer in the 1980 `` Star Wars sequel '' , `` The Empire Strikes Back '' .	1.0	appeared in	Johns	the 1980 Star Wars sequel
Keats 's long and expensive medical training with Hammond and at Guy 's Hospital led his family to assume he would pursue a lifelong career in medicine , assuring financial security , and it seems that at this point Keats had a genuine desire to become a doctor .	1.0	had a long and expensive medical training	Keats	with Hammond and at Guy's Hospital
Keats 's long and expensive medical training with Hammond and at Guy 's Hospital led his family to assume he would pursue a lifelong career in medicine , assuring financial security , and it seems that at this point Keats had a genuine desire to become a doctor .	1.0	had a genuine desire to become	Keats	a doctor
Keibler then asked for time off to appear on `` Dancing with the Stars '' .	1.0	asked for	Keibler	time off
Keibler then asked for time off to appear on `` Dancing with the Stars '' .	1.0	appear on	Keibler	Dancing with the Stars
Kim graduated from Ballard High School in Louisville , Kentucky , in 1989 and from Oberlin College in Ohio in 1993 where he double-majored in Government and English and played for the varsity lacrosse team .	1.0	graduated from	Kim	Ballard High School in Louisville, Kentucky
Kim graduated from Ballard High School in Louisville , Kentucky , in 1989 and from Oberlin College in Ohio in 1993 where he double-majored in Government and English and played for the varsity lacrosse team .	1.0	graduated from	Kim	Oberlin College in Ohio
Kim graduated from Ballard High School in Louisville , Kentucky , in 1989 and from Oberlin College in Ohio in 1993 where he double-majored in Government and English and played for the varsity lacrosse team .	1.0	double-majored in	Kim	Government and English
Kim graduated from Ballard High School in Louisville , Kentucky , in 1989 and from Oberlin College in Ohio in 1993 where he double-majored in Government and English and played for the varsity lacrosse team .	1.0	played for	Kim	the varsity lacrosse team
Kostabi 's other releases include : `` Songs For Sumera '' , `` New Alliance '' and `` The Spectre Of Modernism '' .	1.0	include	Kostabi	Songs For Sumera
Kostabi 's other releases include : `` Songs For Sumera '' , `` New Alliance '' and `` The Spectre Of Modernism '' .	1.0	include	Kostabi	New Alliance
Kostabi 's other releases include : `` Songs For Sumera '' , `` New Alliance '' and `` The Spectre Of Modernism '' .	1.0	include	Kostabi	The Spectre Of Modernism
Langford kept Walcott at a distance with his longer reach and used his footwork to evade all of Walcott 's attacks .	1.0	kept at a distance	Langford	Walcott
Langford kept Walcott at a distance with his longer reach and used his footwork to evade all of Walcott 's attacks .	1.0	used	Langford	his footwork
Langford kept Walcott at a distance with his longer reach and used his footwork to evade all of Walcott 's attacks .	1.0	used	Langford	his longer reach
Langford kept Walcott at a distance with his longer reach and used his footwork to evade all of Walcott 's attacks .	1.0	evaded	Langford	all of Walcott's attacks
Language B then begins to supplant language A : the speakers of Language A abandon their own language in favor of the other language , generally because they believe that it will help them achieve certain goals within government , the workplace , and in social settings .	1.0	begins to supplant	Language B	Language A
Language B then begins to supplant language A : the speakers of Language A abandon their own language in favor of the other language , generally because they believe that it will help them achieve certain goals within government , the workplace , and in social settings .	1.0	abandon	speakers of Language A	their own language
Language B then begins to supplant language A : the speakers of Language A abandon their own language in favor of the other language , generally because they believe that it will help them achieve certain goals within government , the workplace , and in social settings .	1.0	believe	speakers of Language A	that it will help them achieve certain goals
Language B then begins to supplant language A : the speakers of Language A abandon their own language in favor of the other language , generally because they believe that it will help them achieve certain goals within government , the workplace , and in social settings .	1.0	believe	speakers of Language A	that it will help them achieve certain goals within government
Language B then begins to supplant language A : the speakers of Language A abandon their own language in favor of the other language , generally because they believe that it will help them achieve certain goals within government , the workplace , and in social settings .	1.0	believe	speakers of Language A	that it will help them achieve certain goals in the workplace
Language B then begins to supplant language A : the speakers of Language A abandon their own language in favor of the other language , generally because they believe that it will help them achieve certain goals within government , the workplace , and in social settings .	1.0	believe	speakers of Language A	that it will help them achieve certain goals in social settings
Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .	1.0	believes	Lemmy	if Will Reid Dick had not been there
Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .	1.0	could have worked through the problems	they	nothing
Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .	1.0	ended up exchanging a few words	they	nothing
Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .	1.0	left	Clarke	the studio
Lens subluxation is also seen in dogs and is characterized by a partial displacement of the lens .	1.0	is seen in	Lens subluxation	dogs
Lens subluxation is also seen in dogs and is characterized by a partial displacement of the lens .	1.0	is characterized by	Lens subluxation	a partial displacement of the lens
Like other BBC content of the mid-1990s , it often lampooned the low-budget quality of satellite television available in the UK at the time .	1.0	often lampooned	other BBC content of the mid-1990s	the low-budget quality of satellite television available in the UK at the time
Luke Robert Ravenstahl is an American politician who served as the 59th Mayor of Pittsburgh from 2006 until 2014 .	1.0	is	Luke Robert Ravenstahl	an American politician
Luke Robert Ravenstahl is an American politician who served as the 59th Mayor of Pittsburgh from 2006 until 2014 .	1.0	served as	Luke Robert Ravenstahl	the 59th Mayor of Pittsburgh
Luke Robert Ravenstahl is an American politician who served as the 59th Mayor of Pittsburgh from 2006 until 2014 .	1.0	served from	Luke Robert Ravenstahl	2006
